id_employe,mois,salaire_brut,prime,heures_sup,absences
1011,2025-05-01,3996.0,200.0,10,0
1011,2025-06-01,4307.0,100.0,0,2
1011,2025-07-01,4812.0,100.0,15,2
1011,2025-08-01,2298.0,200.0,15,0
1011,2025-09-01,2706.0,500.0,0,1
1011,2025-10-01,3578.0,0.0,10,0
1011,2025-11-01,3934.0,500.0,10,2
1011,2025-12-01,3627.0,100.0,0,2
1012,2025-01-01,2309.0,200.0,0,0
1012,2025-02-01,3050.0,300.0,10,1
1012,2025-03-01,4064.0,200.0,15,2
1012,2025-04-01,3806.0,500.0,15,1
1012,2025-05-01,4704.0,500.0,15,2
1012,2025-06-01,4675.0,100.0,10,1
1012,2025-07-01,2711.0,500.0,0,0
1012,2025-08-01,4477.0,0.0,5,0
1012,2025-09-01,2405.0,0.0,5,2
1012,2025-10-01,2201.0,0.0,5,2
1012,2025-11-01,3739.0,500.0,0,0
1012,2025-12-01,4158.0,200.0,5,1
1013,2025-01-01,4682.0,100.0,15,0
1013,2025-02-01,2390.0,500.0,10,1
1013,2025-03-01,3973.0,500.0,0,0
1013,2025-04-01,2649.0,500.0,10,1
1013,2025-05-01,4392.0,200.0,0,1
1013,2025-06-01,3293.0,100.0,15,2
1013,2025-07-01,2920.0,0.0,0,0
1013,2025-08-01,4936.0,200.0,0,0
1013,2025-09-01,2830.0,0.0,15,2
1013,2025-10-01,3917.0,200.0,10,1
1013,2025-11-01,3231.0,300.0,0,2
1013,2025-12-01,4864.0,100.0,10,0
1014,2025-01-01,3290.0,200.0,5,1
1014,2025-02-01,3517.0,100.0,5,2
1014,2025-03-01,2647.0,0.0,5,0
1014,2025-04-01,3451.0,200.0,15,0
1014,2025-05-01,2904.0,0.0,15,0
1014,2025-06-01,3454.0,100.0,0,1
1014,2025-07-01,2146.0,100.0,10,1
1014,2025-08-01,3847.0,200.0,15,1
1014,2025-09-01,3708.0,100.0,10,1
1014,2025-10-01,2455.0,200.0,15,0
1014,2025-11-01,2674.0,200.0,0,1
1014,2025-12-01,2711.0,0.0,0,2
1015,2025-01-01,3756.0,300.0,10,0
1015,2025-02-01,3945.0,200.0,15,2
1015,2025-03-01,2157.0,0.0,5,1
1015,2025-04-01,3486.0,500.0,0,2
1015,2025-05-01,4846.0,100.0,5,1
1015,2025-06-01,4860.0,300.0,5,0
1015,2025-07-01,4265.0,0.0,15,2
1015,2025-08-01,3488.0,0.0,5,1
1015,2025-09-01,2450.0,300.0,5,2
1015,2025-10-01,4111.0,500.0,5,0
1015,2025-11-01,4035.0,500.0,15,0
1015,2025-12-01,3709.0,100.0,15,0
1016,2025-01-01,3041.0,500.0,5,1
1016,2025-02-01,3005.0,0.0,10,2
1016,2025-03-01,4821.0,500.0,0,2
1016,2025-04-01,3617.0,200.0,0,2
1016,2025-05-01,3315.0,100.0,5,0
1016,2025-06-01,4261.0,200.0,10,2
1016,2025-07-01,2981.0,100.0,15,1
1016,2025-08-01,3245.0,500.0,10,2
1016,2025-09-01,3293.0,200.0,15,0
1016,2025-10-01,3642.0,200.0,10,1
1016,2025-11-01,3148.0,0.0,5,0
1016,2025-12-01,2316.0,100.0,10,1
1017,2025-01-01,2175.0,0.0,5,2
1017,2025-02-01,3737.0,200.0,10,1
1017,2025-03-01,4269.0,200.0,15,2
1017,2025-04-01,3763.0,200.0,5,0
1017,2025-05-01,4721.0,500.0,0,0
1017,2025-06-01,4515.0,300.0,5,1
1017,2025-07-01,3148.0,500.0,5,2
1017,2025-08-01,2039.0,500.0,10,2
1017,2025-09-01,2144.0,300.0,5,0
1017,2025-10-01,3977.0,500.0,15,0
1017,2025-11-01,2454.0,0.0,5,0
1017,2025-12-01,2978.0,100.0,5,0
1018,2025-01-01,4213.0,500.0,15,2
1018,2025-02-01,4310.0,500.0,0,2
1018,2025-03-01,4770.0,500.0,10,1
1018,2025-04-01,2210.0,500.0,0,2
1018,2025-05-01,4294.0,500.0,5,1
1018,2025-06-01,4865.0,200.0,10,2
1018,2025-07-01,2561.0,200.0,0,0
1018,2025-08-01,2298.0,300.0,10,0
1018,2025-09-01,4490.0,0.0,15,2
1018,2025-10-01,2666.0,500.0,5,2
1018,2025-11-01,4610.0,0.0,0,2
1018,2025-12-01,2838.0,500.0,15,0
1019,2025-01-01,3329.0,100.0,5,2
1019,2025-02-01,4085.0,500.0,5,2
1019,2025-03-01,4221.0,0.0,10,0
1019,2025-04-01,4763.0,200.0,15,2
1019,2025-05-01,4871.0,100.0,10,1
1019,2025-06-01,3891.0,0.0,15,0
1019,2025-07-01,3332.0,0.0,0,0
1019,2025-08-01,3262.0,100.0,10,2
1019,2025-09-01,4924.0,100.0,5,0
1019,2025-10-01,4442.0,0.0,5,1
1019,2025-11-01,3976.0,100.0,0,0
1019,2025-12-01,3888.0,500.0,15,0
1020,2025-01-01,3173.0,0.0,10,0
1020,2025-02-01,2510.0,500.0,15,2
1020,2025-03-01,4473.0,100.0,0,0
1020,2025-04-01,4495.0,0.0,0,0
1020,2025-05-01,4169.0,300.0,10,0
1020,2025-06-01,3235.0,500.0,5,2
1020,2025-07-01,3277.0,300.0,5,2
1020,2025-08-01,4061.0,0.0,15,1
1020,2025-09-01,2122.0,100.0,0,0
1020,2025-10-01,4729.0,100.0,0,0
1020,2025-11-01,2483.0,500.0,15,2
1020,2025-12-01,4825.0,100.0,5,1
1021,2025-01-01,4297.0,300.0,0,2
1021,2025-02-01,2781.0,0.0,10,1
1021,2025-03-01,4459.0,500.0,5,2
1021,2025-04-01,2412.0,200.0,5,0
1021,2025-05-01,2178.0,500.0,15,0
1021,2025-06-01,3900.0,200.0,10,2
1021,2025-07-01,3458.0,100.0,15,0
1021,2025-08-01,2477.0,300.0,5,0
1021,2025-09-01,2579.0,100.0,0,2
1021,2025-10-01,3716.0,200.0,15,2
1021,2025-11-01,3599.0,300.0,5,0
1021,2025-12-01,2587.0,100.0,5,1
1022,2025-01-01,2098.0,100.0,15,0
1022,2025-02-01,3631.0,200.0,5,1
1022,2025-03-01,3892.0,0.0,0,0
1022,2025-04-01,4120.0,200.0,0,2
1022,2025-05-01,3354.0,100.0,5,2
1022,2025-06-01,3865.0,100.0,15,1
1022,2025-07-01,2817.0,500.0,10,1
1022,2025-08-01,4644.0,300.0,0,0
1022,2025-09-01,4295.0,100.0,0,0
1022,2025-10-01,4637.0,500.0,5,2
1022,2025-11-01,3932.0,200.0,15,1
1022,2025-12-01,4902.0,200.0,10,1
1023,2025-01-01,4616.0,300.0,15,1
1023,2025-02-01,4009.0,200.0,0,0
1023,2025-03-01,3604.0,200.0,10,0
1023,2025-04-01,2613.0,200.0,0,1
1023,2025-05-01,4129.0,300.0,0,1
1023,2025-06-01,2775.0,200.0,0,1
1023,2025-07-01,4551.0,300.0,15,0
1023,2025-08-01,4531.0,200.0,0,2
1023,2025-09-01,3896.0,0.0,10,1
1023,2025-10-01,2426.0,0.0,10,2
1023,2025-11-01,3371.0,200.0,10,0
1023,2025-12-01,2856.0,300.0,10,1
1024,2025-01-01,3834.0,500.0,0,1
1024,2025-02-01,3650.0,500.0,15,0
1024,2025-03-01,3021.0,100.0,5,1
1024,2025-04-01,3556.0,0.0,0,0
1024,2025-05-01,2003.0,0.0,5,2
1024,2025-06-01,4087.0,0.0,15,0
1024,2025-07-01,2970.0,300.0,5,0
1024,2025-08-01,4889.0,0.0,5,0
1024,2025-09-01,3273.0,300.0,0,0
1024,2025-10-01,3609.0,0.0,0,0
1024,2025-11-01,2408.0,200.0,0,1
1024,2025-12-01,4257.0,500.0,5,2
1025,2025-01-01,2212.0,100.0,10,0
1025,2025-02-01,3973.0,0.0,15,1
1025,2025-03-01,2069.0,500.0,5,2
1025,2025-04-01,2083.0,300.0,10,1
1025,2025-05-01,2090.0,300.0,0,1
1025,2025-06-01,2514.0,200.0,5,1
1025,2025-07-01,2362.0,100.0,0,2
1025,2025-08-01,3945.0,0.0,5,1
1025,2025-09-01,4286.0,500.0,10,2
1025,2025-10-01,4082.0,300.0,5,1
1025,2025-11-01,3336.0,500.0,10,0
1025,2025-12-01,4905.0,300.0,5,2
1026,2025-01-01,3120.0,200.0,15,1
1026,2025-02-01,2117.0,200.0,15,0
1026,2025-03-01,3244.0,300.0,0,0
1026,2025-04-01,4022.0,200.0,15,0
1026,2025-05-01,4232.0,0.0,0,0
1026,2025-06-01,4365.0,300.0,5,2
1026,2025-07-01,3656.0,500.0,5,1
1026,2025-08-01,3897.0,300.0,10,1
1026,2025-09-01,2219.0,500.0,0,0
1026,2025-10-01,3624.0,0.0,15,0
1026,2025-11-01,3969.0,500.0,15,1
1026,2025-12-01,4861.0,100.0,5,0
1027,2025-01-01,2902.0,200.0,10,0
1027,2025-02-01,2938.0,100.0,0,2
1027,2025-03-01,4918.0,500.0,10,1
1027,2025-04-01,2444.0,0.0,0,0
1027,2025-05-01,2096.0,500.0,15,2
1027,2025-06-01,4701.0,200.0,0,1
1027,2025-07-01,3533.0,500.0,10,0
1027,2025-08-01,3017.0,500.0,10,2
1027,2025-09-01,2596.0,0.0,10,0
1027,2025-10-01,3169.0,200.0,15,2
1027,2025-11-01,2481.0,0.0,10,1
1027,2025-12-01,3179.0,300.0,0,0
1028,2025-01-01,4208.0,500.0,15,1
1028,2025-02-01,3188.0,100.0,10,2
1028,2025-03-01,4187.0,500.0,15,0
1028,2025-04-01,2697.0,0.0,0,0
1028,2025-05-01,3068.0,200.0,0,2
1028,2025-06-01,2057.0,100.0,5,0
1028,2025-07-01,2654.0,300.0,10,0
1028,2025-08-01,3474.0,500.0,5,0
1028,2025-09-01,2660.0,0.0,15,2
1028,2025-10-01,2229.0,100.0,0,0
1028,2025-11-01,4471.0,200.0,15,1
1028,2025-12-01,2318.0,100.0,0,2
1029,2025-01-01,4982.0,300.0,5,2
1029,2025-02-01,4418.0,0.0,10,2
1029,2025-03-01,4033.0,300.0,0,1
1029,2025-04-01,4531.0,200.0,15,0
1029,2025-05-01,2340.0,300.0,5,2
1029,2025-06-01,3248.0,100.0,10,1
1029,2025-07-01,4097.0,100.0,15,1
1029,2025-08-01,2878.0,500.0,10,1
1029,2025-09-01,4429.0,500.0,10,0
1029,2025-10-01,4547.0,500.0,5,0
1029,2025-11-01,2554.0,200.0,0,1
1029,2025-12-01,4610.0,100.0,15,2
1030,2025-01-01,4588.0,0.0,10,0
1030,2025-02-01,3203.0,0.0,0,0
1030,2025-03-01,4800.0,0.0,0,0
1030,2025-04-01,2520.0,200.0,0,0
1030,2025-05-01,2970.0,0.0,15,1
1030,2025-06-01,3188.0,300.0,5,0
1030,2025-07-01,3630.0,500.0,5,0
1030,2025-08-01,3439.0,200.0,5,0
1030,2025-09-01,2245.0,500.0,0,2
1030,2025-10-01,2251.0,500.0,10,0
1030,2025-11-01,3141.0,500.0,0,0
1030,2025-12-01,3282.0,200.0,15,1
1031,2025-01-01,4207.0,0.0,10,0
1031,2025-02-01,3047.0,300.0,5,1
1031,2025-03-01,3735.0,100.0,15,1
1031,2025-04-01,2271.0,100.0,15,1
1031,2025-05-01,3746.0,100.0,0,0
1031,2025-06-01,4100.0,100.0,0,1
1031,2025-07-01,4854.0,300.0,15,0
1031,2025-08-01,4046.0,300.0,0,2
1031,2025-09-01,3966.0,200.0,10,0
1031,2025-10-01,4346.0,500.0,0,2
1031,2025-11-01,3616.0,0.0,5,1
1031,2025-12-01,4545.0,200.0,5,1
1032,2025-01-01,3891.0,0.0,15,2
1032,2025-02-01,3551.0,100.0,10,0
1032,2025-03-01,4005.0,0.0,5,2
1032,2025-04-01,2868.0,100.0,15,1
1032,2025-05-01,3364.0,0.0,10,1
1032,2025-06-01,3869.0,100.0,10,1
1032,2025-07-01,2720.0,100.0,15,1
1032,2025-08-01,2716.0,200.0,0,2
1032,2025-09-01,2623.0,200.0,10,2
1032,2025-10-01,4798.0,100.0,0,2
1032,2025-11-01,2832.0,300.0,10,0
1032,2025-12-01,4890.0,200.0,10,1
1033,2025-01-01,3291.0,0.0,5,2
1033,2025-02-01,2868.0,500.0,5,2
1033,2025-03-01,2812.0,200.0,0,1
1033,2025-04-01,3564.0,100.0,5,1
1033,2025-05-01,4727.0,200.0,10,1
1033,2025-06-01,3126.0,500.0,10,1
1033,2025-07-01,2204.0,100.0,5,2
1033,2025-08-01,2455.0,100.0,15,2
1033,2025-09-01,3943.0,500.0,10,0
1033,2025-10-01,2199.0,200.0,15,1
1033,2025-11-01,3525.0,200.0,15,1
1033,2025-12-01,3293.0,0.0,10,1
1034,2025-01-01,3908.0,0.0,15,1
1034,2025-02-01,4532.0,200.0,15,2
1034,2025-03-01,4156.0,0.0,5,0
1034,2025-04-01,2306.0,0.0,5,2
1034,2025-05-01,3929.0,0.0,10,0
1034,2025-06-01,2821.0,300.0,10,1
1034,2025-07-01,4113.0,300.0,15,2
1034,2025-08-01,3225.0,0.0,15,0
1034,2025-09-01,2057.0,500.0,5,1
1034,2025-10-01,2571.0,100.0,10,1
1034,2025-11-01,2481.0,500.0,15,1
1034,2025-12-01,3869.0,500.0,5,2
1035,2025-01-01,2912.0,100.0,15,0
1035,2025-02-01,4876.0,0.0,5,2
1035,2025-03-01,4736.0,0.0,15,0
1035,2025-04-01,4064.0,300.0,5,2
1035,2025-05-01,3734.0,500.0,0,1
1035,2025-06-01,3245.0,100.0,0,0
1035,2025-07-01,2496.0,0.0,10,0
1035,2025-08-01,4512.0,200.0,0,0
1035,2025-09-01,2709.0,100.0,5,2
1035,2025-10-01,2572.0,0.0,0,2
1035,2025-11-01,3833.0,500.0,5,1
1035,2025-12-01,2733.0,0.0,0,2
1036,2025-01-01,4460.0,500.0,5,0
1036,2025-02-01,3914.0,300.0,0,2
1036,2025-03-01,3208.0,500.0,15,1
1036,2025-04-01,4685.0,300.0,10,0
1036,2025-05-01,3840.0,200.0,15,1
1036,2025-06-01,4625.0,300.0,15,0
1036,2025-07-01,4882.0,0.0,5,1
1036,2025-08-01,4743.0,200.0,5,1
1036,2025-09-01,2323.0,0.0,0,1
1036,2025-10-01,2652.0,300.0,10,0
1036,2025-11-01,4841.0,200.0,10,1
1036,2025-12-01,4389.0,100.0,5,1
1037,2025-01-01,2446.0,200.0,0,1
1037,2025-02-01,2539.0,300.0,5,2
1037,2025-03-01,4721.0,300.0,10,2
1037,2025-04-01,3265.0,200.0,15,0
1037,2025-05-01,2063.0,500.0,0,2
1037,2025-06-01,2734.0,0.0,5,1
1037,2025-07-01,2478.0,500.0,15,2
1037,2025-08-01,3659.0,500.0,15,0
1037,2025-09-01,4674.0,0.0,10,0
1037,2025-10-01,3378.0,0.0,10,1
1037,2025-11-01,4146.0,300.0,15,1
1037,2025-12-01,4661.0,300.0,15,1
1038,2025-01-01,4185.0,100.0,10,2
1038,2025-02-01,3930.0,500.0,0,2
1038,2025-03-01,4783.0,500.0,5,0
1038,2025-04-01,2131.0,500.0,15,2
1038,2025-05-01,4837.0,100.0,0,1
1038,2025-06-01,2152.0,300.0,0,1
1038,2025-07-01,2055.0,0.0,10,2
1038,2025-08-01,2944.0,200.0,15,1
1038,2025-09-01,2894.0,200.0,0,0
1038,2025-10-01,4672.0,300.0,0,1
1038,2025-11-01,4542.0,0.0,0,2
1038,2025-12-01,4978.0,100.0,15,2
1039,2025-01-01,2034.0,500.0,15,0
1039,2025-02-01,4850.0,300.0,15,2
1039,2025-03-01,3795.0,100.0,10,0
1039,2025-04-01,4181.0,200.0,5,1
1039,2025-05-01,4818.0,200.0,10,1
1039,2025-06-01,4066.0,300.0,0,2
1039,2025-07-01,4281.0,0.0,5,0
1039,2025-08-01,3406.0,500.0,15,0
1039,2025-09-01,4655.0,200.0,10,0
1039,2025-10-01,2254.0,500.0,0,1
1039,2025-11-01,4243.0,300.0,15,0
1039,2025-12-01,3085.0,200.0,0,0
1040,2025-01-01,2252.0,0.0,5,1
1040,2025-02-01,3605.0,200.0,5,1
1040,2025-03-01,2041.0,200.0,0,1
1040,2025-04-01,2923.0,500.0,5,1
1040,2025-05-01,4370.0,0.0,15,2
1040,2025-06-01,4339.0,300.0,0,1
1040,2025-07-01,3805.0,300.0,15,2
1040,2025-08-01,4820.0,0.0,15,0
1040,2025-09-01,3613.0,500.0,15,1
1040,2025-10-01,2761.0,500.0,0,1
1040,2025-11-01,4858.0,100.0,0,0
1040,2025-12-01,2739.0,100.0,0,1
1041,2025-01-01,4067.0,200.0,5,0
1041,2025-02-01,3170.0,200.0,5,1
1041,2025-03-01,3918.0,100.0,5,0
1041,2025-04-01,3824.0,200.0,0,2
1041,2025-05-01,2682.0,500.0,15,2
1041,2025-06-01,3065.0,0.0,5,1
1041,2025-07-01,4281.0,100.0,10,0
1041,2025-08-01,2347.0,100.0,0,1
1041,2025-09-01,3994.0,300.0,5,0
1041,2025-10-01,3602.0,100.0,5,2
1041,2025-11-01,2196.0,300.0,5,2
1041,2025-12-01,3038.0,300.0,5,2
1042,2025-01-01,3082.0,200.0,15,1
1042,2025-02-01,4522.0,100.0,0,2
1042,2025-03-01,3069.0,0.0,0,2
1042,2025-04-01,2873.0,100.0,10,2
1042,2025-05-01,2648.0,500.0,15,0
1042,2025-06-01,4319.0,100.0,5,0
1042,2025-07-01,2586.0,300.0,5,0
1042,2025-08-01,2537.0,100.0,0,0
1042,2025-09-01,4888.0,0.0,15,0
1042,2025-10-01,4198.0,100.0,5,0
1042,2025-11-01,4111.0,100.0,15,0
1042,2025-12-01,3776.0,500.0,15,2
1043,2025-01-01,4603.0,200.0,0,0
1043,2025-02-01,2680.0,100.0,0,1
1043,2025-03-01,4915.0,0.0,10,0
1043,2025-04-01,2613.0,100.0,15,0
1043,2025-05-01,2582.0,0.0,5,0
1043,2025-06-01,4914.0,100.0,10,2
1043,2025-07-01,3792.0,100.0,0,0
1043,2025-08-01,4263.0,0.0,0,1
1043,2025-09-01,4549.0,300.0,15,0
1043,2025-10-01,4050.0,200.0,0,1
1043,2025-11-01,2180.0,200.0,5,2
1043,2025-12-01,4493.0,0.0,10,2
1044,2025-01-01,2966.0,0.0,0,2
1044,2025-02-01,2191.0,300.0,0,2
1044,2025-03-01,2745.0,200.0,10,2
1044,2025-04-01,4434.0,500.0,5,2
1044,2025-05-01,4342.0,100.0,10,2
1044,2025-06-01,3783.0,0.0,10,2
1044,2025-07-01,3845.0,200.0,0,2
1044,2025-08-01,2447.0,300.0,0,2
1044,2025-09-01,2136.0,100.0,0,1
1044,2025-10-01,2963.0,100.0,15,2
1044,2025-11-01,3067.0,500.0,10,0
1044,2025-12-01,2876.0,500.0,0,1
1045,2025-01-01,2587.0,300.0,15,2
1045,2025-02-01,3578.0,300.0,10,1
1045,2025-03-01,3022.0,300.0,10,0
1045,2025-04-01,2778.0,200.0,15,0
1045,2025-05-01,4053.0,0.0,0,0
1045,2025-06-01,3046.0,300.0,5,2
1045,2025-07-01,2413.0,500.0,5,1
1045,2025-08-01,2744.0,200.0,0,1
1045,2025-09-01,4271.0,100.0,15,2
1045,2025-10-01,3329.0,300.0,15,1
1045,2025-11-01,3027.0,300.0,10,1
1045,2025-12-01,4116.0,100.0,15,1
1046,2025-01-01,2613.0,500.0,10,2
1046,2025-02-01,3743.0,300.0,10,0
1046,2025-03-01,3046.0,300.0,10,0
1046,2025-04-01,3946.0,0.0,15,2
1046,2025-05-01,3737.0,0.0,0,2
1046,2025-06-01,2257.0,300.0,0,1
1046,2025-07-01,2516.0,0.0,15,2
1046,2025-08-01,3864.0,200.0,0,0
1046,2025-09-01,2588.0,500.0,0,2
1046,2025-10-01,4929.0,200.0,5,1
1046,2025-11-01,2149.0,100.0,0,0
1046,2025-12-01,4560.0,100.0,5,0
1047,2025-01-01,3700.0,300.0,15,1
1047,2025-02-01,3779.0,300.0,15,0
1047,2025-03-01,3517.0,500.0,5,0
1047,2025-04-01,2917.0,300.0,10,1
1047,2025-05-01,2702.0,500.0,5,1
1047,2025-06-01,4096.0,0.0,10,2
1047,2025-07-01,4082.0,500.0,10,0
1047,2025-08-01,2578.0,0.0,0,0
1047,2025-09-01,4144.0,0.0,15,2
1047,2025-10-01,3545.0,100.0,15,2
1047,2025-11-01,4320.0,200.0,10,2
1047,2025-12-01,4977.0,200.0,15,0
1048,2025-01-01,4834.0,0.0,5,2
1048,2025-02-01,4615.0,500.0,5,1
1048,2025-03-01,4168.0,0.0,5,1
1048,2025-04-01,3235.0,100.0,10,2
1048,2025-05-01,2150.0,200.0,5,2
1048,2025-06-01,4809.0,500.0,5,1
1048,2025-07-01,2526.0,100.0,5,2
1048,2025-08-01,3114.0,100.0,5,1
1048,2025-09-01,2407.0,100.0,0,2
1048,2025-10-01,3886.0,200.0,10,1
1048,2025-11-01,4791.0,200.0,5,1
1048,2025-12-01,4302.0,0.0,15,1
1049,2025-01-01,4306.0,200.0,15,1
1049,2025-02-01,2104.0,500.0,0,0
1049,2025-03-01,4609.0,300.0,10,1
1049,2025-04-01,2673.0,0.0,5,1
1049,2025-05-01,2960.0,100.0,0,0
1049,2025-06-01,2259.0,100.0,0,0
1049,2025-07-01,4951.0,0.0,5,0
1049,2025-08-01,4689.0,100.0,15,0
1049,2025-09-01,2403.0,100.0,0,2
1049,2025-10-01,3697.0,100.0,0,0
1049,2025-11-01,3471.0,100.0,10,0
1049,2025-12-01,2332.0,200.0,15,0
1050,2025-01-01,2617.0,0.0,0,1
1050,2025-02-01,2286.0,200.0,15,0
1050,2025-03-01,3045.0,500.0,5,2
1050,2025-04-01,2988.0,500.0,0,1
1050,2025-05-01,2425.0,0.0,15,1
1050,2025-06-01,3940.0,500.0,0,1
1050,2025-07-01,3999.0,500.0,0,0
1050,2025-08-01,2940.0,200.0,5,1
1050,2025-09-01,4164.0,500.0,5,0
1050,2025-10-01,2251.0,100.0,10,0
1050,2025-11-01,4718.0,200.0,0,1
1050,2025-12-01,4482.0,300.0,0,1
1051,2025-01-01,3566.0,500.0,15,1
1051,2025-02-01,4324.0,200.0,0,1
1051,2025-03-01,2798.0,100.0,15,2
1051,2025-04-01,4234.0,300.0,10,1
1051,2025-05-01,2567.0,100.0,15,1
1051,2025-06-01,2588.0,0.0,0,1
