id_employe,mois,salaire_brut,prime,heures_sup,absences
1020,2025-01,3173,0,10,0
1020,2025-02,2510,500,15,2
1020,2025-03,4473,100,0,0
1020,2025-04,4495,0,0,0
1020,2025-05,4169,300,10,0
1020,2025-06,3235,500,5,2
1020,2025-07,3277,300,5,2
1020,2025-08,4061,0,15,1
1020,2025-09,2122,100,0,0
1020,2025-10,4729,100,0,0
1020,2025-11,2483,500,15,2
1020,2025-12,4825,100,5,1
1021,2025-01,4297,300,0,2
1021,2025-02,2781,0,10,1
1021,2025-03,4459,500,5,2
1021,2025-04,2412,200,5,0
1021,2025-05,2178,500,15,0
1021,2025-06,3900,200,10,2
1021,2025-07,3458,100,15,0
1021,2025-08,2477,300,5,0
1021,2025-09,2579,100,0,2
1021,2025-10,3716,200,15,2
1021,2025-11,3599,300,5,0
1021,2025-12,2587,100,5,1
1022,2025-01,2098,100,15,0
1022,2025-02,3631,200,5,1
1022,2025-03,3892,0,0,0
1022,2025-04,4120,200,0,2
1022,2025-05,3354,100,5,2
1022,2025-06,3865,100,15,1
1022,2025-07,2817,500,10,1
1022,2025-08,4644,300,0,0
1022,2025-09,4295,100,0,0
1022,2025-10,4637,500,5,2
1022,2025-11,3932,200,15,1
1022,2025-12,4902,200,10,1
1023,2025-01,4616,300,15,1
1023,2025-02,4009,200,0,0
1023,2025-03,3604,200,10,0
1023,2025-04,2613,200,0,1
1023,2025-05,4129,300,0,1
1023,2025-06,2775,200,0,1
1023,2025-07,4551,300,15,0
1023,2025-08,4531,200,0,2
1023,2025-09,3896,0,10,1
1023,2025-10,2426,0,10,2
1023,2025-11,3371,200,10,0
1023,2025-12,2856,300,10,1
1024,2025-01,3834,500,0,1
1024,2025-02,3650,500,15,0
1024,2025-03,3021,100,5,1
1024,2025-04,3556,0,0,0
1024,2025-05,2003,0,5,2
1024,2025-06,4087,0,15,0
1024,2025-07,2970,300,5,0
1024,2025-08,4889,0,5,0
1024,2025-09,3273,300,0,0
1024,2025-10,3609,0,0,0
1024,2025-11,2408,200,0,1
1024,2025-12,4257,500,5,2
1025,2025-01,2212,100,10,0
1025,2025-02,3973,0,15,1
1025,2025-03,2069,500,5,2
1025,2025-04,2083,300,10,1
1025,2025-05,2090,300,0,1
1025,2025-06,2514,200,5,1
1025,2025-07,2362,100,0,2
1025,2025-08,3945,0,5,1
1025,2025-09,4286,500,10,2
1025,2025-10,4082,300,5,1
1025,2025-11,3336,500,10,0
1025,2025-12,4905,300,5,2
1026,2025-01,3120,200,15,1
1026,2025-02,2117,200,15,0
1026,2025-03,3244,300,0,0
1026,2025-04,4022,200,15,0
1026,2025-05,4232,0,0,0
1026,2025-06,4365,300,5,2
1026,2025-07,3656,500,5,1
1026,2025-08,3897,300,10,1
1026,2025-09,2219,500,0,0
1026,2025-10,3624,0,15,0
1026,2025-11,3969,500,15,1
1026,2025-12,4861,100,5,0
1027,2025-01,2902,200,10,0
1027,2025-02,2938,100,0,2
1027,2025-03,4918,500,10,1
1027,2025-04,2444,0,0,0
1027,2025-05,2096,500,15,2
1027,2025-06,4701,200,0,1
1027,2025-07,3533,500,10,0
1027,2025-08,3017,500,10,2
1027,2025-09,2596,0,10,0
1027,2025-10,3169,200,15,2
1027,2025-11,2481,0,10,1
1027,2025-12,3179,300,0,0
1028,2025-01,4208,500,15,1
1028,2025-02,3188,100,10,2
1028,2025-03,4187,500,15,0
1028,2025-04,2697,0,0,0
1028,2025-05,3068,200,0,2
1028,2025-06,2057,100,5,0
1028,2025-07,2654,300,10,0
1028,2025-08,3474,500,5,0
1028,2025-09,2660,0,15,2
1028,2025-10,2229,100,0,0
1028,2025-11,4471,200,15,1
1028,2025-12,2318,100,0,2
1029,2025-01,4982,300,5,2
1029,2025-02,4418,0,10,2
1029,2025-03,4033,300,0,1
1029,2025-04,4531,200,15,0
1029,2025-05,2340,300,5,2
1029,2025-06,3248,100,10,1
1029,2025-07,4097,100,15,1
1029,2025-08,2878,500,10,1
1029,2025-09,4429,500,10,0
1029,2025-10,4547,500,5,0
1029,2025-11,2554,200,0,1
1029,2025-12,4610,100,15,2
1030,2025-01,4588,0,10,0
1030,2025-02,3203,0,0,0
1030,2025-03,4800,0,0,0
1030,2025-04,2520,200,0,0
1030,2025-05,2970,0,15,1
1030,2025-06,3188,300,5,0
1030,2025-07,3630,500,5,0
1030,2025-08,3439,200,5,0
1030,2025-09,2245,500,0,2
1030,2025-10,2251,500,10,0
1030,2025-11,3141,500,0,0
1030,2025-12,3282,200,15,1
1031,2025-01,4207,0,10,0
1031,2025-02,3047,300,5,1
1031,2025-03,3735,100,15,1
1031,2025-04,2271,100,15,1
1031,2025-05,3746,100,0,0
1031,2025-06,4100,100,0,1
1031,2025-07,4854,300,15,0
1031,2025-08,4046,300,0,2
1031,2025-09,3966,200,10,0
1031,2025-10,4346,500,0,2
1031,2025-11,3616,0,5,1
1031,2025-12,4545,200,5,1
1032,2025-01,3891,0,15,2
1032,2025-02,3551,100,10,0
1032,2025-03,4005,0,5,2
1032,2025-04,2868,100,15,1
1032,2025-05,3364,0,10,1
1032,2025-06,3869,100,10,1
1032,2025-07,2720,100,15,1
1032,2025-08,2716,200,0,2
1032,2025-09,2623,200,10,2
1032,2025-10,4798,100,0,2
1032,2025-11,2832,300,10,0
1032,2025-12,4890,200,10,1
1033,2025-01,3291,0,5,2
1033,2025-02,2868,500,5,2
1033,2025-03,2812,200,0,1
1033,2025-04,3564,100,5,1
1033,2025-05,4727,200,10,1
1033,2025-06,3126,500,10,1
1033,2025-07,2204,100,5,2
1033,2025-08,2455,100,15,2
1033,2025-09,3943,500,10,0
1033,2025-10,2199,200,15,1
1033,2025-11,3525,200,15,1
1033,2025-12,3293,0,10,1
1034,2025-01,3908,0,15,1
1034,2025-02,4532,200,15,2
1034,2025-03,4156,0,5,0
1034,2025-04,2306,0,5,2
1034,2025-05,3929,0,10,0
1034,2025-06,2821,300,10,1
1034,2025-07,4113,300,15,2
1034,2025-08,3225,0,15,0
1034,2025-09,2057,500,5,1
1034,2025-10,2571,100,10,1
1034,2025-11,2481,500,15,1
1034,2025-12,3869,500,5,2
1035,2025-01,2912,100,15,0
1035,2025-02,4876,0,5,2
1035,2025-03,4736,0,15,0
1035,2025-04,4064,300,5,2
1035,2025-05,3734,500,0,1
1035,2025-06,3245,100,0,0
1035,2025-07,2496,0,10,0
1035,2025-08,4512,200,0,0
1035,2025-09,2709,100,5,2
1035,2025-10,2572,0,0,2
1035,2025-11,3833,500,5,1
1035,2025-12,2733,0,0,2
1036,2025-01,4460,500,5,0
1036,2025-02,3914,300,0,2
1036,2025-03,3208,500,15,1
1036,2025-04,4685,300,10,0
1036,2025-05,3840,200,15,1
1036,2025-06,4625,300,15,0
1036,2025-07,4882,0,5,1
1036,2025-08,4743,200,5,1
1036,2025-09,2323,0,0,1
1036,2025-10,2652,300,10,0
1036,2025-11,4841,200,10,1
1036,2025-12,4389,100,5,1
1037,2025-01,2446,200,0,1
1037,2025-02,2539,300,5,2
1037,2025-03,4721,300,10,2
1037,2025-04,3265,200,15,0
1037,2025-05,2063,500,0,2
1037,2025-06,2734,0,5,1
1037,2025-07,2478,500,15,2
1037,2025-08,3659,500,15,0
1037,2025-09,4674,0,10,0
1037,2025-10,3378,0,10,1
1037,2025-11,4146,300,15,1
1037,2025-12,4661,300,15,1
1038,2025-01,4185,100,10,2
1038,2025-02,3930,500,0,2
1038,2025-03,4783,500,5,0
1038,2025-04,2131,500,15,2
1038,2025-05,4837,100,0,1
1038,2025-06,2152,300,0,1
1038,2025-07,2055,0,10,2
1038,2025-08,2944,200,15,1
1038,2025-09,2894,200,0,0
1038,2025-10,4672,300,0,1
1038,2025-11,4542,0,0,2
1038,2025-12,4978,100,15,2
1039,2025-01,2034,500,15,0
1039,2025-02,4850,300,15,2
1039,2025-03,3795,100,10,0
1039,2025-04,4181,200,5,1
1039,2025-05,4818,200,10,1
1039,2025-06,4066,300,0,2
1039,2025-07,4281,0,5,0
1039,2025-08,3406,500,15,0
1039,2025-09,4655,200,10,0
1039,2025-10,2254,500,0,1
1039,2025-11,4243,300,15,0
1039,2025-12,3085,200,0,0
1040,2025-01,2252,0,5,1
1040,2025-02,3605,200,5,1
1040,2025-03,2041,200,0,1
1040,2025-04,2923,500,5,1
1040,2025-05,4370,0,15,2
1040,2025-06,4339,300,0,1
1040,2025-07,3805,300,15,2
1040,2025-08,4820,0,15,0
1040,2025-09,3613,500,15,1
1040,2025-10,2761,500,0,1
1040,2025-11,4858,100,0,0
1040,2025-12,2739,100,0,1
1041,2025-01,4067,200,5,0
1041,2025-02,3170,200,5,1
1041,2025-03,3918,100,5,0
1041,2025-04,3824,200,0,2
1041,2025-05,2682,500,15,2
1041,2025-06,3065,0,5,1
1041,2025-07,4281,100,10,0
1041,2025-08,2347,100,0,1
1041,2025-09,3994,300,5,0
1041,2025-10,3602,100,5,2
1041,2025-11,2196,300,5,2
1041,2025-12,3038,300,5,2
1042,2025-01,3082,200,15,1
1042,2025-02,4522,100,0,2
1042,2025-03,3069,0,0,2
1042,2025-04,2873,100,10,2
1042,2025-05,2648,500,15,0
1042,2025-06,4319,100,5,0
1042,2025-07,2586,300,5,0
1042,2025-08,2537,100,0,0
1042,2025-09,4888,0,15,0
1042,2025-10,4198,100,5,0
1042,2025-11,4111,100,15,0
1042,2025-12,3776,500,15,2
1043,2025-01,4603,200,0,0
1043,2025-02,2680,100,0,1
1043,2025-03,4915,0,10,0
1043,2025-04,2613,100,15,0
1043,2025-05,2582,0,5,0
1043,2025-06,4914,100,10,2
1043,2025-07,3792,100,0,0
1043,2025-08,4263,0,0,1
1043,2025-09,4549,300,15,0
1043,2025-10,4050,200,0,1
1043,2025-11,2180,200,5,2
1043,2025-12,4493,0,10,2
1044,2025-01,2966,0,0,2
1044,2025-02,2191,300,0,2
1044,2025-03,2745,200,10,2
1044,2025-04,4434,500,5,2
1044,2025-05,4342,100,10,2
1044,2025-06,3783,0,10,2
1044,2025-07,3845,200,0,2
1044,2025-08,2447,300,0,2
1044,2025-09,2136,100,0,1
1044,2025-10,2963,100,15,2
1044,2025-11,3067,500,10,0
1044,2025-12,2876,500,0,1
1045,2025-01,2587,300,15,2
1045,2025-02,3578,300,10,1
1045,2025-03,3022,300,10,0
1045,2025-04,2778,200,15,0
1045,2025-05,4053,0,0,0
1045,2025-06,3046,300,5,2
1045,2025-07,2413,500,5,1
1045,2025-08,2744,200,0,1
1045,2025-09,4271,100,15,2
1045,2025-10,3329,300,15,1
1045,2025-11,3027,300,10,1
1045,2025-12,4116,100,15,1
1046,2025-01,2613,500,10,2
1046,2025-02,3743,300,10,0
1046,2025-03,3046,300,10,0
1046,2025-04,3946,0,15,2
1046,2025-05,3737,0,0,2
1046,2025-06,2257,300,0,1
1046,2025-07,2516,0,15,2
1046,2025-08,3864,200,0,0
1046,2025-09,2588,500,0,2
1046,2025-10,4929,200,5,1
1046,2025-11,2149,100,0,0
1046,2025-12,4560,100,5,0
1047,2025-01,3700,300,15,1
1047,2025-02,3779,300,15,0
1047,2025-03,3517,500,5,0
1047,2025-04,2917,300,10,1
1047,2025-05,2702,500,5,1
1047,2025-06,4096,0,10,2
1047,2025-07,4082,500,10,0
1047,2025-08,2578,0,0,0
1047,2025-09,4144,0,15,2
1047,2025-10,3545,100,15,2
1047,2025-11,4320,200,10,2
1047,2025-12,4977,200,15,0
1048,2025-01,4834,0,5,2
1048,2025-02,4615,500,5,1
1048,2025-03,4168,0,5,1
1048,2025-04,3235,100,10,2
1048,2025-05,2150,200,5,2
1048,2025-06,4809,500,5,1
1048,2025-07,2526,100,5,2
1048,2025-08,3114,100,5,1
1048,2025-09,2407,100,0,2
1048,2025-10,3886,200,10,1
1048,2025-11,4791,200,5,1
1048,2025-12,4302,0,15,1
1049,2025-01,4306,200,15,1
1049,2025-02,2104,500,0,0
1049,2025-03,4609,300,10,1
1049,2025-04,2673,0,5,1
1049,2025-05,2960,100,0,0
1049,2025-06,2259,100,0,0
1049,2025-07,4951,0,5,0
1049,2025-08,4689,100,15,0
1049,2025-09,2403,100,0,2
1049,2025-10,3697,100,0,0
1049,2025-11,3471,100,10,0
1049,2025-12,2332,200,15,0
1050,2025-01,2617,0,0,1
1050,2025-02,2286,200,15,0
1050,2025-03,3045,500,5,2
1050,2025-04,2988,500,0,1
1050,2025-05,2425,0,15,1
1050,2025-06,3940,500,0,1
1050,2025-07,3999,500,0,0
1050,2025-08,2940,200,5,1
1050,2025-09,4164,500,5,0
1050,2025-10,2251,100,10,0
1050,2025-11,4718,200,0,1
1050,2025-12,4482,300,0,1
1051,2025-01,3566,500,15,1
1051,2025-02,4324,200,0,1
1051,2025-03,2798,100,15,2
1051,2025-04,4234,300,10,1
1051,2025-05,2567,100,15,1
1051,2025-06,2588,0,0,1
1051,2025-07,4699,200,5,1
1051,2025-08,4469,0,15,1
1051,2025-09,2149,100,5,0
1051,2025-10,3141,300,10,2
1051,2025-11,4419,0,10,2
1051,2025-12,4002,0,5,2
1052,2025-01,3841,200,0,1
1052,2025-02,4442,200,5,1
1052,2025-03,3335,200,5,1
1052,2025-04,2905,500,10,0
1052,2025-05,2986,200,15,0
1052,2025-06,3858,200,5,1
1052,2025-07,3722,0,15,2
1052,2025-08,2106,300,10,0
1052,2025-09,4941,100,5,0
1052,2025-10,3736,200,5,1
1052,2025-11,4833,300,15,2
1052,2025-12,3902,300,0,2
1053,2025-01,3739,200,0,2
1053,2025-02,2978,300,5,1
1053,2025-03,3280,0,5,1
1053,2025-04,4749,100,0,0
1053,2025-05,4855,0,5,1
1053,2025-06,3798,100,5,2
1053,2025-07,4861,500,10,2
1053,2025-08,4308,0,10,0
1053,2025-09,4462,300,15,0
1053,2025-10,2468,300,5,2
1053,2025-11,4876,100,0,1
1053,2025-12,4869,200,10,1
1054,2025-01,2745,100,5,2
1054,2025-02,4445,500,15,2
1054,2025-03,2695,100,0,0
1054,2025-04,3048,500,0,0
1054,2025-05,3516,500,15,1
1054,2025-06,2195,200,10,2
1054,2025-07,2735,300,10,1
1054,2025-08,3672,300,5,0
1054,2025-09,3114,500,5,1
1054,2025-10,2366,300,0,1
1054,2025-11,2576,300,5,0
1054,2025-12,4280,200,5,0
1055,2025-01,2780,300,5,0
1055,2025-02,3403,0,5,1
1055,2025-03,2057,500,10,1
1055,2025-04,3668,300,5,1
1055,2025-05,3367,100,0,0
1055,2025-06,4722,200,10,2
1055,2025-07,2055,200,0,1
1055,2025-08,3919,300,0,0
1055,2025-09,3502,100,0,2
1055,2025-10,3044,300,15,0
1055,2025-11,2546,100,0,0
1055,2025-12,4565,0,0,0
1056,2025-01,4052,100,0,0
1056,2025-02,4844,0,0,0
1056,2025-03,4143,300,15,0
1056,2025-04,2307,300,10,0
1056,2025-05,3538,300,10,0
1056,2025-06,3015,200,0,1
1056,2025-07,3191,200,0,2
1056,2025-08,3063,100,0,1
1056,2025-09,4026,0,15,0
1056,2025-10,4965,500,15,0
1056,2025-11,4313,300,15,0
1056,2025-12,4620,100,5,2
1057,2025-01,3037,0,15,2
1057,2025-02,3371,100,0,2
1057,2025-03,2166,500,10,0
1057,2025-04,2655,0,0,1
1057,2025-05,3373,500,5,1
1057,2025-06,2257,500,5,2
1057,2025-07,3205,100,5,0
1057,2025-08,3884,200,5,1
1057,2025-09,3235,300,5,0
1057,2025-10,3436,300,5,2
1057,2025-11,4042,500,5,0
1057,2025-12,2466,500,5,0
1058,2025-01,4019,500,5,0
1058,2025-02,4424,500,0,2
1058,2025-03,2167,200,10,1
1058,2025-04,2236,300,0,1
1058,2025-05,3806,0,5,0
1058,2025-06,2873,300,15,1
1058,2025-07,3629,500,0,0
1058,2025-08,3582,300,10,2
1058,2025-09,2505,0,10,1
1058,2025-10,3473,0,0,1
1058,2025-11,3935,200,0,2
1058,2025-12,4200,200,15,1
1059,2025-01,4649,300,15,2
1059,2025-02,3729,300,5,1
1059,2025-03,3688,100,10,0
1059,2025-04,4968,300,0,0
1059,2025-05,4620,300,0,1
1059,2025-06,4765,300,5,2
1059,2025-07,4391,300,15,1
1059,2025-08,2593,100,10,0
1059,2025-09,2122,200,10,2
1059,2025-10,2790,300,15,1
1059,2025-11,3445,300,5,1
1059,2025-12,4229,100,0,1
1060,2025-01,3144,100,5,1
1060,2025-02,2137,0,15,2
1060,2025-03,3017,300,5,0
1060,2025-04,2683,300,0,0
1060,2025-05,2705,300,5,0
1060,2025-06,3504,200,15,2
1060,2025-07,3329,100,5,2
1060,2025-08,3542,100,5,1
1060,2025-09,3133,100,15,0
1060,2025-10,2302,0,15,2
1060,2025-11,4875,100,0,1
1060,2025-12,4658,200,5,1
1061,2025-01,2384,0,10,1
1061,2025-02,3417,300,10,2
1061,2025-03,4410,100,5,0
1061,2025-04,4300,500,10,1
1061,2025-05,3014,200,0,0
1061,2025-06,3387,500,5,1
1061,2025-07,3680,200,0,2
1061,2025-08,3838,500,5,2
1061,2025-09,2482,500,15,1
1061,2025-10,3433,200,10,1
1061,2025-11,2578,200,15,1
1061,2025-12,4332,100,5,2
1062,2025-01,3630,100,15,0
1062,2025-02,3884,500,0,0
1062,2025-03,3749,100,10,0
1062,2025-04,2619,0,5,2
1062,2025-05,3402,500,10,2
1062,2025-06,4960,100,10,2
1062,2025-07,4605,500,10,2
1062,2025-08,4293,500,0,1
1062,2025-09,3425,100,15,1
1062,2025-10,2747,200,5,1
1062,2025-11,2238,200,5,0
1062,2025-12,4287,300,5,2
1063,2025-01,3802,100,0,0
1063,2025-02,2155,200,10,1
1063,2025-03,2529,100,5,0
1063,2025-04,3652,200,5,2
1063,2025-05,2823,100,5,0
1063,2025-06,3170,100,5,0
1063,2025-07,2999,500,0,0
1063,2025-08,3675,0,10,0
1063,2025-09,3724,300,10,2
1063,2025-10,2721,0,10,1
1063,2025-11,2009,300,5,0
1063,2025-12,4510,100,15,2
1064,2025-01,2244,100,15,0
1064,2025-02,3560,300,0,2
1064,2025-03,4358,300,10,2
1064,2025-04,3077,300,15,1
1064,2025-05,3186,500,15,2
1064,2025-06,3002,100,5,2
1064,2025-07,2361,0,10,1
1064,2025-08,3336,0,0,0
1064,2025-09,2593,100,0,2
1064,2025-10,4516,500,15,0
1064,2025-11,2443,0,15,1
1064,2025-12,3657,0,0,0
1065,2025-01,3786,0,5,2
1065,2025-02,3240,200,5,1
1065,2025-03,3843,300,10,2
1065,2025-04,3979,100,10,0
1065,2025-05,3579,500,15,2
1065,2025-06,3252,500,15,2
1065,2025-07,3305,500,10,1
1065,2025-08,3776,500,0,1
1065,2025-09,3816,200,10,1
1065,2025-10,4602,100,5,0
1065,2025-11,4415,500,0,0
1065,2025-12,3946,0,5,0
1066,2025-01,2262,100,15,2
1066,2025-02,3981,0,0,0
1066,2025-03,2709,300,0,0
1066,2025-04,4548,500,10,2
1066,2025-05,4139,0,5,1
1066,2025-06,2300,200,0,2
1066,2025-07,3242,300,0,1
1066,2025-08,3027,200,15,0
1066,2025-09,3539,200,5,2
1066,2025-10,3949,100,15,1
1066,2025-11,3693,200,0,1
1066,2025-12,2654,200,10,1
1067,2025-01,4857,200,5,2
1067,2025-02,2714,500,5,0
1067,2025-03,3703,0,0,0
1067,2025-04,2489,200,10,1
1067,2025-05,2290,100,15,2
1067,2025-06,2658,300,0,2
1067,2025-07,2940,100,15,0
1067,2025-08,2382,500,10,0
1067,2025-09,2143,0,0,2
1067,2025-10,3451,500,15,1
1067,2025-11,3667,0,15,2
1067,2025-12,3715,200,0,1
1068,2025-01,2976,500,15,0
1068,2025-02,2978,200,15,2
1068,2025-03,3604,0,15,0
1068,2025-04,4928,0,10,1
1068,2025-05,2024,500,10,0
1068,2025-06,4256,500,5,1
1068,2025-07,4741,200,10,0
1068,2025-08,4590,200,5,0
1068,2025-09,4060,200,10,2
1068,2025-10,2011,0,0,0
1068,2025-11,4276,200,10,2
1068,2025-12,3704,500,5,2
1069,2025-01,2297,500,10,0
1069,2025-02,2375,0,15,0
1069,2025-03,2764,0,0,2
1069,2025-04,3827,100,10,2
